"title","length","budget","rating","mpaa"
"Mo' Money",97,15000000,4.9,"Missing"
"Moby Dick",115,4500000,7.3,"Missing"
"Mockingbird Don't Sing",99,3000000,6.3,"Missing"
"Modern Times",87,1500000,8.5,"Missing"
"Modern Vampires",91,2000000,4.1,"R"
"Modesty Blaise",119,3000000,5,"Missing"
"Modigliani",128,12000000,7,"R"
"Mole People, The",77,200000,4.2,"Missing"
"Molly",102,21000000,5.5,"PG-13"
"Molly Maguires, The",124,11000000,6.6,"PG"
"Moment of Grace, A",20,50000,8.6,"Missing"
"Mommie Dearest",129,5000000,6.2,"Missing"
"Mommy",89,700000,5.2,"Missing"
"Mona Lisa Smile",117,65000000,6.1,"PG-13"
"Mondo Topless",60,12000,3.9,"Missing"
"Mondo Trasho",95,2100,6,"Missing"
"Money Pit, The",91,10000000,5.6,"Missing"
"Money Talks",97,25000000,5.5,"R"
"Money Train",103,68000000,5.1,"R"
"Monkey Shines",113,7000000,5.8,"Missing"
"Monkeybone",92,75000000,4.7,"PG-13"
"Monsieur Klein",123,3500000,7.3,"Missing"
"Monsieur Verdoux",114,2000000,7.5,"Missing"
"Monsoon Wife",92,1000000,4.7,"R"
"Monster",109,8000000,7.4,"R"
"Monster That Challenged the World, The",83,254000,5.2,"Missing"
"Monster and the Peanut, The",18,10000,8.9,"Missing"
"Monster from the Ocean Floor",51,12000,2.6,"Missing"
"Monster's Ball",112,4000000,7.3,"R"
"Monster-in-Law",102,60000000,5.6,"PG-13"
"Monsteret",22,130000,8.6,"Missing"
"Monsters, Inc.",92,115000000,8,"Missing"
"Montana",92,4000000,6.1,"R"
"Monte Carlo",90,726465,6.8,"Missing"
"Monty Python and the Holy Grail",91,250000,8.4,"Missing"
"Moon Over Harlem",70,8000,4.9,"Missing"
"Moon Zero Two",100,2000000,3.9,"Missing"
"Moon and Sixpence, The",89,401000,6.7,"Missing"
"Moonlight Mile",117,20000000,6.9,"PG-13"
"Moonlight Resurrection",11,25000,2,"Missing"
"Moonlight by the Sea",92,10000,8,"Missing"
"Moonraker",126,34000000,5.9,"Missing"
"Moonrise",90,849452,7.3,"Missing"
"Moonshine Mountain",90,45000,1.8,"Missing"
"More American Graffiti",110,3000000,4.6,"Missing"
"Morning Guy, The",5,5000,8.6,"Missing"
"Morphin(e)",20,8000,9.7,"Missing"
"Mortal Kombat",101,20000000,5,"PG-13"
"Mortal Kombat: Annihilation",91,30000000,3,"PG-13"
"Mosquito",92,200000,3.3,"R"
"Mosquito Coast, The",117,16000000,6.4,"Missing"
"Motel Hell",102,3000000,5.2,"Missing"
"Mother Machree",75,750000,3.9,"Missing"
"Mother Night",114,5500000,7.1,"R"
"Mother's Day",98,150000,4.6,"Missing"
"Mothering Heart, The",23,1800,7.1,"Missing"
"Mothman Prophecies, The",119,42000000,6.5,"PG-13"
"Motor Psycho",74,38000,4.9,"Missing"
"Moulin Rouge",119,1500000,7.4,"Missing"
"Moulin Rouge!",127,52500000,7.7,"PG-13"
"Mousehunt",99,38000000,5.8,"PG"
"Movie Crazy",98,675000,7.4,"Missing"
"Moving",97,9000,7.9,"Missing"
"Moving Malcolm",83,1000000,4.3,"Missing"
"Mr 3000",104,30000000,5.7,"PG-13"
"Mr. Deeds",96,50000000,5.5,"PG-13"
"Mr. Smith Goes to Washington",129,1500000,8.4,"Missing"
"Mrs. Winterbourne",105,25000000,5.8,"PG-13"
"Ms. 45",81,62000,6.3,"Missing"
"Much Ado",86,10000,6,"Missing"
"Much Ado About Nothing",111,8000000,7.5,"Missing"
"Mudge Boy, The",94,800000,6.8,"R"
"Mudhoney",92,60000,5.6,"Missing"
"Muertos de risa",111,3500000,6.3,"R"
"Mujeres al borde de un ataque de nervios",90,700000,7.5,"Missing"
"Mulan",88,70000000,7.2,"Missing"
"Mulholland Dr.",147,15000000,7.9,"R"
"Mullet",89,1000000,5.9,"Missing"
"Multi-Facial",20,3000,6.7,"Missing"
"Multiple Maniacs",90,5000,6.6,"Missing"
"Multiplicity",117,45000000,5.7,"PG-13"
"Mumford",112,28000000,6.9,"R"
"Mummy Returns, The",130,98000000,6.1,"PG-13"
"Mummy, The",73,196000,7.2,"Missing"
"Mummy, The",124,76000000,6.5,"PG-13"
"Muppets From Space",88,24000000,6,"Missing"
"Murbah Swamp Beer",7,3000,6.7,"Missing"
"Murder by Numbers",120,50000000,6,"R"
"Murder-Set-Pieces",105,2000000,4.9,"Missing"
"Murders in the Rue Morgue",61,190000,6.1,"Missing"
"Murders in the Rue Morgue",87,700000,4.9,"PG-13"
"Muriel's Wedding",106,3000000,7.1,"R"
"Musa",132,60000000,7.5,"Missing"
"Muse, The",97,15000000,5.6,"PG-13"
"Music of the Heart",124,27000000,6.6,"PG"
"Musketeer, The",104,40000000,4.4,"PG-13"
"Mutant Aliens",81,200000,6.4,"R"
"Mutant Species",100,1750000,2.8,"R"
"Mute Witness",95,2000000,6.8,"R"
"Mutiny on the Bounty",127,1950000,7.8,"Missing"
"Mutiny on the Bounty",178,19000000,6.9,"Missing"
"My Beautiful Laundrette",97,400000,6.9,"Missing"
"My Best Friend's Wedding",105,46000000,6.4,"PG-13"
"My Best Girl",80,483103,8,"Missing"
"My Big Fat Greek Wedding",95,5000000,6.9,"PG"
"My Body's Revolting",15,12260,7.4,"Missing"
"My Boss's Daughter",90,14000000,4.1,"R"
"My Cousin Vinny",120,11000000,7.2,"R"
"My Dog Skip",95,7000000,7.1,"PG"
"My Fair Lady",170,17000000,7.8,"Missing"
"My Family",128,5500000,7,"R"
"My Father's Son",80,60000,8.4,"Missing"
"My Favorite Martian",93,60000000,4.5,"PG"
"My Fellow Americans",101,21500000,6.3,"PG-13"
"My Girl",102,16500000,6.3,"Missing"
"My Hustler",79,0,7,"Missing"
"My Life's in Turnaround",84,22000,3.9,"R"
"My Little Eye",92,3000000,5.9,"R"
"My Own Private Idaho",102,2500000,6.7,"Missing"
"My Samurai",87,700000,3.8,"Missing"
"My Stepmother Is an Alien",105,16000000,4.7,"Missing"
"My X-Girlfriend's Wedding Reception",88,500000,5.8,"Missing"
"Myra Breckinridge",91,5000000,4,"Missing"
"Mysterious Island, The",95,1130000,5.9,"Missing"
"Mysterious Lady, The",89,337000,7,"Missing"
"Mystery Men",121,68000000,5.8,"PG-13"
"Mystery Mountain",223,80000,5.4,"Missing"
"Mystery Train",113,2800000,7.2,"Missing"
"Mystery, Alaska",119,28000000,6.4,"R"
"Mystic Masseur, The",117,2500000,5.2,"PG"
"Mystic Pizza",104,6000000,6.1,"Missing"
"Mystic River",137,30000000,8,"R"
"N.B.T.",90,65000,6.8,"Missing"
"Nadar solo",94,20000,7.5,"Missing"
"Nadie conoce a nadie",108,3000000,6.3,"R"
"Nadja",93,1000000,5.7,"R"
"Naked",40,3000,5.3,"Missing"
"Naked Gun 33 1/3: The Final Insult",83,30000000,5.8,"Missing"
"Naked Paradise",68,90000,1.9,"Missing"
"Naked Prey, The",96,900000,7.5,"Missing"
"Naked Zoo, The",78,250000,1.3,"Missing"
"Naken",94,25000,4.8,"Missing"
"Nakta(dul)",90,75000,6.5,"Missing"
"Nam's Angels",95,350000,4,"Missing"
"Name der Rose, Der",130,20000000,7.7,"Missing"
"Names of Sin",22,35000,9.8,"Missing"
"Nanny, The",91,1300000,7.1,"Missing"
"Nanook of the North",79,53000,7.6,"Missing"
"Napoleon Dynamite",86,400000,7.2,"PG"
"Naqoyqatsi",89,3000000,6.9,"PG"
"Narc",105,7500000,7.3,"R"
"Narrow Corner, The",69,240000,5.6,"Missing"
"Nasty Burgers",70,50000,6.2,"Missing"
"National Treasure",131,100000000,6.6,"PG"
"Native Son",111,2000000,5.9,"Missing"
"Nattens engel",98,700000,4.9,"R"
"Natural Born Killers",122,50000000,6.6,"Missing"
"Natural, The",134,28000000,7.4,"Missing"
"Naturally Native",107,700000,8.5,"PG-13"
"Navigator, The",75,220000,7.8,"Missing"
"Navy Blues",108,1200000,7.1,"Missing"
"Navy vs. the Night Monsters, The",87,178000,2.2,"Missing"
"Near Dark",90,5000000,7,"Missing"
"Necromania: A Tale of Weird Love",54,7000,3.3,"Missing"
"Necronomicon",96,4000000,4.8,"Missing"
"Negotiator, The",139,50000000,7.2,"R"
"Neighbors",94,8500000,4.9,"Missing"
"Nemesis Game",92,3000000,5.5,"R"
"Neon Maniacs",91,1500000,4,"Missing"
"Neredesin Firuze",128,1500000,7.9,"Missing"
"Net, The",114,22000000,5.6,"PG-13"
"Netherbeast of Berm-Tech Industries, Inc., The",5,3000,4.2,"Missing"
"Netto Perde Sua Alma",102,1300000,6.9,"Missing"
"Network",121,3800000,8,"Missing"
"Never Again",98,500000,5.7,"R"
"Never Among Friends",78,7000,6.4,"Missing"
"Never Been Thawed",87,35000,5.3,"Missing"
"Never Let Me Go",69,1500000,5.4,"Missing"
"Never Say Never Again",121,36000000,6.1,"Missing"
"NeverEnding Story II: The Next Chapter, The",89,36000000,4.3,"Missing"
"NeverEnding Story III, The",95,17000000,3,"Missing"
"New Adventures of Pinocchio, The",94,10000000,4.7,"Missing"
"New Guy",85,55000,7.5,"Missing"
"New Guy, The",89,13000000,5.2,"PG-13"
"New Jack City",97,8500000,6.1,"Missing"
"New Jersey Drive",98,5000000,5.4,"R"
"New York Stories",124,15000000,6.1,"Missing"
"New York, New York",163,14000000,6.3,"Missing"
"News for the Church",19,50000,8.7,"Missing"
"Newsies",121,15000000,5.7,"Missing"
"Newton Boys, The",113,27000000,5.7,"PG-13"
"Next Best Thing, The",108,25000000,4.7,"PG-13"
"Next Friday",98,9500000,5.2,"R"
"Next Step, The",96,450000,4,"Missing"
"Next Stop Wonderland",104,1000000,6.7,"R"
"Niagara",92,1250000,7,"Missing"
"Nicholas Nickleby",132,10000000,7.4,"PG"
"Nickel Children, The",95,2000000,5.8,"Missing"
"Nickelodeon",121,9000000,6,"Missing"
"Night Fright",65,18000,1.3,"Missing"
"Night Shadows",99,2500000,3.8,"Missing"
"Night Train to Mundo Fine",89,30000,1.8,"Missing"
"Night at the Roxbury, A",81,17000000,5.1,"Missing"
"Night of Dark Shadows",129,900000,4.6,"Missing"
"Night of a Thousand Screams",87,175000,9.2,"Missing"
"Night of the Blood Beast",62,68000,2.2,"Missing"
"Night of the Demons",90,1200000,5,"Missing"
"Night of the Dog",86,5000,9.5,"Missing"
"Night of the Eagle",90,200000,6.6,"Missing"
"Night of the Hunter, The",93,795000,8.2,"Missing"
"Night of the Iguana, The",112,3000000,7.3,"Missing"
"Night of the Living Dead",90,114000,7.6,"Missing"
"Night of the Living Dead",88,4200000,6.1,"Missing"
"Night of the Scarecrow",94,2000000,4.3,"Missing"
"Night of the Snakehead Fish",54,1500,7.4,"Missing"
"Night to Remember, A",123,1680000,7.7,"Missing"
"Nightmare Before Christmas, The",76,18000000,7.8,"Missing"
"Nightmare On Elm Street 3: Dream Warriors, A",88,4000000,5.8,"Missing"
"Nightmare On Elm Street 4: The Dream Master, A",99,13000000,4.8,"Missing"
"Nightmare On Elm Street Part 2: Freddy's Revenge, A",87,3000000,4.5,"Missing"
"Nightmare On Elm Street, A",91,1800000,7.1,"Missing"
"Nightmare On Elm Street: The Dream Child, A",89,6000000,4.3,"Missing"
"Nightmare Sisters",83,40000,3.5,"Missing"
"Nikmato Shel Itzik Finkelstein",83,500000,7.3,"Missing"
"Nikos",100,65000,3.6,"Missing"
"Nil by Mouth",128,9000000,6.9,"R"
"Ninja Bachelor Party",30,5000,7.2,"Missing"
"Ninotchka",100,1365000,7.9,"Missing"
"Ninth Gate, The",133,38000000,6.4,"R"
"Nisuim Fiktiveem",90,25000,7.1,"Missing"
"Nixon",212,50000000,6.8,"R"
"No Blade of Grass",96,1500000,6.2,"Missing"
"No Code of Conduct",95,12000000,4.4,"R"
"No Escape",118,20000000,5.6,"Missing"
"No Looking Back",96,5000000,5.6,"R"
"No More Excuses",62,12000,1,"Missing"
"No Return",86,35000,6.1,"PG-13"
"No Way Home",99,4000000,6.6,"R"
"No Witness",95,350000,3.8,"R"
"Noah's Ark",75,2000000,5.9,"Missing"
"Nobody",16,13000,5.3,"Missing"
"Nobody Knows: Chronicle of an Unsigned Band",82,0,8.8,"Missing"
"Nochnoy dozor",115,4200000,6.3,"R"
"Non-Abductees Anonymous",4,15000,7.2,"Missing"
"Noodle Soup",8,15000,8.2,"Missing"
"Norma's Lament",34,25000,2.8,"Missing"
"Noro",85,500000,5.4,"Missing"
"North",87,40000000,4.1,"Missing"
"North by Northwest",136,4000000,8.6,"Missing"
"North of Providence",28,10000,9.7,"Missing"
"North to Alaska",122,3500000,6.7,"Missing"
"Northfork",103,1900000,6.2,"PG-13"
"Not Another Teen Movie",89,16000000,5.2,"R"
"Not as a Stranger",135,2000000,6.6,"Missing"
"Not of This Earth",67,100000,4.8,"Missing"
"Notebook, The",123,30000000,7.8,"PG-13"
"Nothing But Trouble",94,40000000,3.7,"Missing"
"Nothing But a Man",95,160000,7.6,"Missing"
"Nothing Lasts Forever",82,3000000,6.3,"Missing"
"Nothing Really Happens: Memories of Aging Strippers",93,300000,8.1,"Missing"
"Nothing Sacred",75,1831927,7.4,"Missing"
"Nothing to Lose",108,200000,4.7,"Missing"
"Notorious",101,2000000,8.3,"Missing"
"Notting Hill",124,42000000,7,"PG-13"
"November",73,300000,2.8,"R"
"Novocaine",95,6000000,5.9,"R"
"Nowhere Man",90,250000,5.6,"Missing"
"Nueve reinas",114,1500000,7.6,"R"
"Nun Fu",5,5000,9.8,"Missing"
"Nun's Story, The",149,3500000,7.4,"Missing"
"Nurse Betty",110,24000000,6.6,"R"
"Nutbag",80,40000,4,"Missing"
"Nutcracker, The",92,19000000,5,"Missing"
"Nutty Professor II: The Klumps",109,84000000,4.5,"PG-13"
"Nutty Professor, The",95,54000000,5.8,"PG-13"
"Nymphoid Barbarian in Dinosaur Hell, A",82,40000,2.2,"Missing"
"O",95,5000000,6.3,"R"
"O Brother, Where Art Thou?",106,26000000,7.8,"PG-13"
"O da beni seviyor",106,1500000,6.4,"Missing"
"O.C. and Stiggs",109,7000000,5,"Missing"
"Object of My Affection, The",111,15000000,6,"R"
"Oblivion",94,2500000,4.2,"Missing"
"Oblivion 2: Backlash",83,2500000,5.1,"Missing"
"Oblong Box, The",91,175000,5.6,"Missing"
"Obsession",94,1400000,6.9,"Missing"
"Ocean Tribe",106,380000,6.3,"Missing"
"Ocean's Eleven",116,85000000,7.5,"PG-13"
"Ocean's Twelve",125,110000000,6,"PG-13"
"Octane",91,11500000,4.4,"R"
"Octopus",95,5000000,2.8,"PG-13"
"Octopussy",131,27500000,6.4,"Missing"
"Odinokiy igrok",90,400000,6.7,"Missing"
"Of Age",5,1000,9.9,"Missing"
"Of Unknown Origin",88,4000000,5.8,"Missing"
"Off",15,10000,9.2,"Missing"
"Office Space",89,10000000,7.7,"R"
"Offspring, The",99,1100000,5.4,"Missing"
"Ogniem i mieczem",175,8000000,6.7,"Missing"
"Oh Marbella!",88,2000000,8.6,"Missing"
"Oh My God",10,3500,7.5,"Missing"
"Oklahoma Woman, The",73,60000,1.8,"Missing"
"Oklahoma!",145,5000000,7.2,"Missing"
"Okul",100,1000000,6.4,"Missing"
"Old Man Who Read Love Stories, The",111,9500000,6.1,"Missing"
"Old Man and the Studio, The",12,15000,7.8,"Missing"
"Old School",92,24000000,6.7,"R"
"Oligarkh",123,5000000,6.2,"Missing"
"Oliver Twist",98,175000,7,"Missing"
"Oliver!",153,10000000,7.3,"Missing"
"Omaha (The Movie)",85,38000,5.2,"Missing"
"Omega Code, The",100,8000000,3.5,"Missing"
"Omen, The",107,2800000,7.3,"Missing"
"On Again Off Again",68,214000,5.8,"Missing"
"On Her Majesty's Secret Service",140,7000000,6.7,"Missing"
"On Their Knees",85,250000,5.5,"Missing"
"On a Clear Day You Can See Forever",129,10000000,5.8,"Missing"
"On the Border",103,3000000,4.8,"R"
"On the Line",85,10000000,4.1,"PG"
"On the Run",94,750000,6.6,"Missing"
"On the Town",98,2111250,7.7,"Missing"
"On the Waterfront",108,910000,8.4,"Missing"
"Once Bitten",94,3200000,4.8,"Missing"
"Once Upon a Time in America",227,30000000,8.2,"R"
"Once Upon a Time in Mexico",102,29000000,6,"R"
"One",102,180000,6.3,"Missing"
"One Angry Dwarf",28,3500,8.5,"Missing"
"One Blood Planet",80,200000,8,"Missing"
"One Dark Night",94,978000,4,"Missing"
"One Eight Seven",119,23000000,6.3,"R"
"One Exciting Night",128,267000,4.6,"Missing"
"One Eyed King",105,6500000,5.1,"R"
"One Flew Over the Cuckoo's Nest",133,4400000,8.7,"Missing"
"One Hell of a Christmas",94,400000,2.7,"R"
"One Hour Photo",96,12000000,7.1,"R"
"One Hundred Men and a Girl",85,762000,6.9,"Missing"
"One Hundred and One Dalmatians",79,4000000,7.1,"Missing"
"One Man's Hero",121,18000000,5.5,"Missing"
"One More Round",90,200000,8.8,"Missing"
"One Night Stand",102,24000000,5.7,"R"
"One Particular Person",10,6000,8.5,"Missing"
"One Rainy Afternoon",94,511383,6,"Missing"
"One True Thing",127,30000000,7,"R"
"One Weekend a Month",11,4000,9.4,"Missing"
"One from the Heart",107,26000000,6,"Missing"
"One of Five",28,10000,7.5,"Missing"
"One, Two, Three",115,3000000,7.8,"Missing"
"Onegin",106,14000000,6.3,"R"
"Only Game in Town, The",113,11000000,4.8,"Missing"
"Ono",101,92000,5.9,"Missing"
"Open Range",139,26000000,7.5,"R"
"Open Water",79,130000,6.1,"R"
"Opera",88,8000000,6.9,"Missing"
"Optimistic",9,0,8.1,"Missing"
"Orange County",82,18000000,6.1,"PG-13"
"Order, The",102,38000000,4.6,"R"
"Ordinary People",124,6000000,7.9,"Missing"
"Orgazmo",92,1000000,5.7,"NC-17"
"Original Gangstas",99,4800000,5.3,"R"
"Original Kings of Comedy, The",115,3000000,6.1,"R"
"Original Sin",116,26000000,5.5,"R"
"Orlando",95,5000000,6.8,"Missing"
"Osama",83,46000,7.5,"PG-13"
"Osmosis Jones",95,75000000,6.2,"PG"
"Othello",123,11000000,6.8,"R"
"Other Side of Heaven, The",113,7000000,6.5,"PG"
"Others, The",104,17000000,7.8,"PG-13"
"Otra conquista, La",106,3500000,6.7,"R"
"Our Daily Bread",90,125000,7,"Missing"
"Our Gang Follies of 1938",21,58815,6.8,"Missing"
"Out Cold",92,11000000,5.2,"PG-13"
"Out for a Kill",88,20000000,3,"R"
"Out of Africa",160,31000000,6.9,"Missing"
"Out of Courage 2: Out for Vengeance",28,10000,5.3,"Missing"
"Out of Our Dens: The Richard and the Young Lions Story",47,8000,9.8,"Missing"
"Out of Reach",88,20000000,3.7,"R"
"Out of Sight",123,48000000,7.3,"Missing"
"Out of the Dark",89,1600000,4.5,"Missing"
"Out-of-Sync",105,1500000,4.7,"R"
"Out-of-Towners, The",90,40000000,5,"PG-13"
"Outbreak",127,50000000,6.4,"R"
"Outcasts",88,20000,9,"Missing"
"Outfoxed: Rupert Murdoch's War on Journalism",88,200000,7.8,"Missing"
"Outing, The",87,2000000,4.4,"Missing"
"Outland",109,16000000,6.3,"Missing"
"Outlaw Blues",100,1900000,5,"Missing"
"Outside",22,125000,9.8,"Missing"
"Outside Providence",96,7000000,6.1,"R"
"Outsiders, The",91,10000000,6.8,"PG-13"
"Overnight Delivery",87,12000000,5.9,"PG-13"
"Owning Mahowny",104,10000000,7,"R"
"Oz",90,150000,3.8,"Missing"
"Ozone",83,3500,3.3,"Missing"
"P.I. Blues",101,95000,7.6,"Missing"
"P.O. Box",8,5000,7.6,"Missing"
"P.S. Your Cat Is Dead",88,2000000,4.7,"R"
"PCU",79,9000000,5.9,"Missing"
"PG",22,15000,6.3,"Missing"
"Pacifier, The",95,56000000,4.9,"PG"
"Packing Suburbia, A",90,40000,4.5,"R"
"Pagan Love Song",76,1906265,5.7,"Missing"
"Paging Emma",112,600000,6.2,"Missing"
"Paint Your Wagon",158,20000000,6.5,"PG-13"
"Painted Veil, The",85,947000,6,"Missing"
"Pale Rider",115,6900000,6.9,"Missing"
"Panama Hattie",79,1097907,6.2,"Missing"
"Pandaemonium",124,15000000,6.2,"PG-13"
"Pandora and the Flying Dutchman",122,1500000,6.7,"Missing"
"Panic",88,1000000,6.9,"R"
"Panic Room",113,48000000,7,"R"
"Papa",94,3500000,8.1,"Missing"
"Papa's song",95,800000,5.5,"Missing"
"Paparazzi",84,20000000,5.6,"PG-13"
"Papillon",150,12000000,7.8,"Missing"
"Parachute Jumper",65,206000,6.7,"Missing"
"Paradine Case, The",94,4258000,6.3,"Missing"
"Paradzhanov",60,121000,2.3,"Missing"
"Parasite",85,800000,3.2,"Missing"
"Parents",81,3000000,5.9,"Missing"
"Parents of the Year",21,100000,7.8,"Missing"
"Paris - When It Sizzles",110,4000000,5.6,"Missing"
"Paris Is Burning",71,500000,7,"Missing"
"Parnell",118,1547000,4.5,"Missing"
"Party Monster",98,5000000,5.8,"R"
"Party, The",99,1500000,7.4,"Missing"
"Passage to Ottawa, A",90,300000,6.3,"Missing"
"Passage, The",77,10000,5.8,"Missing"
"Passion of the Christ, The",127,30000000,7.4,"R"
"Pat Garrett and Billy the Kid",122,4638783,6.9,"R"
"Patch Adams",115,50000000,6.1,"PG-13"
"Paths of Glory",87,935000,8.6,"Missing"
"Patriot Games",117,45000000,6.8,"Missing"
"Patriot, The",113,1000000,6.6,"Missing"
"Patriot, The",164,110000000,6.8,"R"
"Patrullero, El",105,1500000,6.9,"Missing"
"Patton",172,12000000,8.2,"Missing"
"Pavilion of Women",111,5000000,5.3,"R"
"Pawnbroker, The",116,500000,7.6,"Missing"
"Pay It Forward",123,40000000,6.7,"PG-13"
"Payback",94,1000000,5.1,"Missing"
"Payback",100,50000000,6.8,"R"
"Paycheck",119,60000000,6.1,"PG-13"
"Payday",103,76000,6,"Missing"
"Peacekeeper, The",98,10000000,4.6,"R"
"Peacemaker, The",124,50000000,5.9,"R"
"Peaches",84,1400000,4.3,"Missing"
"Pearl Harbor",184,135250000,5.4,"R"
"Pecker",87,6000000,6.4,"R"
"Pee-wee's Big Adventure",90,6000000,6.7,"Missing"
"Peg o' My Heart",87,623000,5.9,"Missing"
"Peggy Sue Got Married",104,18000000,6.3,"Missing"
"Penance",10,20000,8,"Missing"
"Penelope",97,4000000,5.3,"Missing"
"Penitentiary",99,100000,4.6,"Missing"
"Pennies from Heaven",108,22000000,6.3,"Missing"
"Pep Squad",94,500000,4.4,"R"
"Per un pugno di dollari",99,200000,7.8,"Missing"
"Perez Family, The",113,11000000,6,"R"
"Perfect Couple, A",110,1500000,5.7,"Missing"
"Perfect Location, The",10,50000,9.7,"Missing"
"Perfect Sense",18,2100,8.3,"Missing"
"Perfect Storm, The",130,120000000,6.2,"PG-13"
"Perfect Target",89,3500000,4.2,"R"
"Perfect Woman, The",8,8000,7.8,"Missing"
"Permanent Record",91,8000000,6.1,"Missing"
"Persona",6,0,8.4,"Missing"
"Personal Property",84,299000,6.3,"Missing"
"Pest, The",84,17000000,3.8,"PG-13"
"Pet Sematary",103,11500000,5.7,"Missing"
"Pet Sematary II",96,8000000,3.7,"Missing"
"Pete's Dragon",130,10000000,5.8,"Missing"
"Peter Pan",76,4000000,7.2,"Missing"
"Peter Pan",113,100000000,7.2,"PG"
"Petit soldat, Le",88,180000,7.1,"Missing"
"Petite morte, La",41,55000,7,"Missing"
"Petrified Forest, The",83,500000,7.5,"Missing"
"Phantasm",88,300000,6.2,"Missing"
"Phantasm II",97,3000000,5.4,"Missing"
"Phantasm III: Lord of the Dead",91,2500000,4.8,"Missing"
"Phantasm IV: Oblivion",90,650000,4.5,"R"
"Phantom Empire, The",245,70000,6.2,"Missing"
"Phantom of the Opera",92,1500000,6.6,"Missing"
"Phantom of the Opera, The",143,60000000,7.2,"PG-13"
"Phantom of the Paradise",92,1300000,6.8,"Missing"
"Phantom, The",100,45000000,5,"PG"
"Pharaoh's Curse",66,116000,3.6,"Missing"
"Phenomena",82,3800000,6.5,"Missing"
"Phenomenon",123,32000000,6.3,"PG"
"Philadelphia",125,26000000,7.5,"Missing"
"Phobia",94,5100000,2.5,"Missing"
"Phone Booth",81,10000000,7.3,"R"
"Pi",84,60000,7.5,"R"
"Pianist, The",150,35000000,8.5,"R"
"Piano, The",121,7000000,7.4,"Missing"
"Pick-up Artist, The",81,15000000,4.8,"Missing"
"Pickman's Model",40,2500,6.6,"Missing"
"Picture Perfect",105,19000000,5.6,"PG-13"
"Picture of Dorian Gray, The",110,3500000,7.6,"Missing"
"Pieces of April",80,300000,7.3,"PG-13"
"Pierrot le fou",110,300000,7.3,"Missing"
"Pink Flamingos",108,12000,6.1,"NC-17"
"Pink Narcissus",64,27000,5.2,"Missing"
"Pink Panther Strikes Again, The",103,6000000,6.9,"Missing"
"Pinocchio",88,2600000,7.7,"Missing"
"Piranha",94,660000,5.4,"Missing"
"Pirate, The",102,3700000,7.1,"Missing"
"Pirates",124,40000000,5.5,"Missing"
"Pirates of the Caribbean: The Curse of the Black Pearl",143,125000000,8,"PG-13"
"Pit and the Pendulum",80,200000,6.8,"Missing"
"Pitch Black",112,23000000,6.7,"R"
"Pizza Man vs. the Dude",82,16000,7.4,"Missing"
"Pizza: The Movie",99,10000,7.5,"Missing"
"Place Called Chiapas, A",89,891000,6.7,"Missing"
"Place in the Sun, A",122,2295304,7.7,"Missing"
