"","title","year","length","budget","rating","votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"26102","Jackie Brown",1997,154,12000000,7.5,28891,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"26106","Jackpot",2001,97,400000,5.2,213,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,1,1,0,0,0
"26116","Jacob's Ladder",1990,115,25000000,7.3,8901,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"Missing",0,0,0,1,0,0,0
"26124","Jade",1995,107,50000000,4.8,2380,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0
"26125","Jade Mask, The",1945,66,75000,5.7,64,4.5,4.5,4.5,4.5,4.5,34.5,4.5,4.5,4.5,14.5,"Missing",0,0,0,0,0,0,0
"26173","Jake's Booty Call",2003,77,50000,7,10,34.5,0,0,0,0,0,0,14.5,14.5,45.5,"R",0,0,1,0,0,0,0
"26175","Jakob the Liar",1999,120,15000000,5.9,2544,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0
"26189","James Dean Story, The",1957,81,35000,5.7,109,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,"Missing",0,0,0,0,1,0,0
"26194","James and the Giant Peach",1996,79,38000000,6.6,3144,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"PG",0,1,0,0,0,0,0
"26206","Jane Austen's Mafia!",1998,83,10000000,4.8,2999,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"Missing",0,0,1,1,0,0,0
"26238","Japanese Story",2003,105,5740000,7,1330,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"26249","Jason Goes to Hell: The Final Friday",1993,91,2500000,3.9,2651,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"Missing",1,0,0,0,0,0,0
"26250","Jason X",2001,85,14000000,4.6,5975,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"26251","Jason and the Argonauts",1963,104,1000000,7.2,2408,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"Missing",1,0,0,0,0,0,0
"26252","Jason's Lyric",1994,119,7000000,6,445,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"Missing",0,0,0,1,0,0,0
"26261","Jaws",1975,130,12000000,8.2,46978,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"Missing",0,0,0,0,0,0,0
"26264","Jaws 3-D",1983,99,20500000,3.2,5028,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"Missing",1,0,0,0,0,0,0
"26267","Jaws: The Revenge",1987,91,23000000,2.6,5365,34.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,"Missing",0,0,0,0,0,0,0
"26269","Jay and Silent Bob Strike Back",2001,104,22000000,6.9,24211,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"R",0,0,1,0,0,0,0
"26324","Jeepers Creepers",2001,90,10000000,5.4,10973,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"26325","Jeepers Creepers II",2003,104,25000000,5.2,4069,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"26328","Jefferson in Paris",1995,139,14000000,5.6,665,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"26340","Jelly Pilgrim",2004,4,60000,2,6,14.5,34.5,0,0,0,0,0,0,14.5,34.5,"Missing",0,1,0,0,0,0,1
"26358","Jennifer's Shadow",2004,96,1000000,5.1,17,14.5,0,4.5,0,14.5,4.5,4.5,24.5,4.5,24.5,"R",0,0,0,0,0,0,0
"26383","Jerry Maguire",1996,139,50000000,7.3,34623,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,1,0,1,0
"26385","Jerry and Tom",1998,106,5000000,6.7,447,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,1,0,0,0
"26393","Jersey Girl",2004,102,35000000,6.4,6853,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,1,0,0,0
"26401","Jesse James",1939,106,1600000,7.1,373,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"Missing",0,0,0,0,0,0,0
"26412","Jesus",1979,117,6000000,5.9,316,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,"Missing",0,0,0,1,0,0,0
"26420","Jesus' Son",1999,107,2500000,6.9,2291,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"26423","Jet Attack",1958,68,100000,3.4,32,14.5,14.5,14.5,24.5,14.5,4.5,0,4.5,4.5,0,"Missing",0,0,0,1,0,0,0
"26454","Jezebel",1938,104,1250000,7.4,1163,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,24.5,"Missing",0,0,0,1,0,0,0
"26502","Jim the World's Greatest",1976,94,100000,5,13,4.5,0,0,4.5,0,0,4.5,0,24.5,45.5,"Missing",0,0,0,1,0,0,0
"26509","Jimmy Hollywood",1994,112,20000000,5.3,749,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"Missing",0,0,1,1,0,0,0
"26511","Jimmy Neutron: Boy Genius",2001,84,25000000,6,2280,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"Missing",0,1,1,0,0,0,0
"26514","Jimmy Show, The",2001,99,1000000,4.6,145,14.5,4.5,4.5,4.5,14.5,4.5,14.5,4.5,14.5,4.5,"R",0,0,1,1,0,0,0
"26528","Jing Gai'er",2004,108,700000,8.9,14,0,0,0,0,0,0,4.5,34.5,24.5,34.5,"Missing",0,0,1,0,0,0,0
"26529","Jing cha gu shi III: Chao ji jing cha",1992,95,900000,6.7,2024,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",1,0,1,0,0,0,0
"26535","Jing wu men",1972,107,100000,6.7,1667,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"Missing",1,0,0,1,0,0,0
"26544","Jingle All the Way",1996,88,60000000,4.7,6246,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG",1,0,1,0,0,0,0
"26557","Jisatsu saakuru",2002,99,250000,6.8,1311,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,0,0,0,0
"26563","Jitterbugs",1943,75,310600,5.7,74,4.5,0,4.5,14.5,14.5,24.5,24.5,4.5,4.5,4.5,"Missing",0,0,1,0,0,0,0
"26564","Jitters, The",1989,95,475000,2.5,27,44.5,4.5,4.5,14.5,4.5,14.5,0,4.5,4.5,0,"Missing",1,0,0,0,0,0,0
"26569","Jizda",1994,90,30000,7.5,196,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,"Missing",0,0,1,1,0,1,0
"26575","Joan the Woman",1917,138,302976,7.2,56,0,0,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"Missing",0,0,0,1,0,0,0
"26586","Joe",1970,102,106000,6.6,361,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"Missing",0,0,0,1,0,0,0
"26593","Joe Dirt",2001,91,16000000,5.1,5514,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"26606","Joe Somebody",2001,98,38000000,5.5,1937,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG",0,0,1,1,0,1,0
"26609","Joe's Apartment",1996,80,13000000,5,2169,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"26629","John Boorman Stole My Screenplay",2004,3,2000,2.8,5,84.5,0,0,0,0,0,0,0,0,24.5,"Missing",0,0,1,0,0,0,1
"26632","John Goldfarb, Please Come Home",1965,96,4000000,4.8,170,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,24.5,"Missing",0,0,1,0,0,0,0
"26640","John Johnson's Shadowhunters",2004,92,2000,6,5,24.5,0,0,0,24.5,44.5,0,0,0,24.5,"Missing",0,0,0,0,0,0,0
"26644","John Q",2002,116,36000000,6.4,8952,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"26669","Johnny English",2003,87,35000000,5.6,8125,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"PG",1,0,1,0,0,0,0
"26671","Johnny Firecloud",1975,94,200000,5.1,34,0,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,4.5,"Missing",0,0,0,1,0,0,0
"26682","Johnny Mnemonic",1995,96,26000000,4.7,8258,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"Missing",1,0,0,0,0,0,0
"26695","Johnny Suede",1991,97,500000,5.8,594,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"Missing",0,0,1,0,0,1,0
"26706","Johnson Family Vacation",2004,97,12000000,3.6,955,24.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"26741","Jonah: A VeggieTales Movie",2002,82,15000000,6.2,810,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"Missing",0,1,1,0,0,0,0
"26746","Jonathan Livingston Seagull",1973,120,1500000,4.6,250,14.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,24.5,"Missing",0,0,0,1,0,0,0
"26769","Josh Jarman",2004,96,1300000,5.4,21,14.5,4.5,0,0,0,4.5,14.5,4.5,24.5,24.5,"Missing",0,0,1,0,0,0,0
"26770","Josh and S.A.M.",1993,89,18000000,5.2,281,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"Missing",0,0,1,1,0,0,0
"26777","Josie and the Pussycats",2001,98,22000000,5.2,4508,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG-13",0,0,1,0,0,0,0
"26809","Journey of Jared Price, The",2000,96,30000,5.8,155,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"Missing",0,0,0,1,0,0,0
"26821","Journey to the Seventh Planet",1962,83,74600,4.2,124,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"Missing",0,0,0,0,0,0,0
"26834","Joy",1983,102,2000000,5,49,4.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,14.5,24.5,"Missing",0,0,0,1,0,0,0
"26837","Joy Ride",2001,97,23000000,6.6,8132,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"26871","Judge Dredd",1995,96,90000000,4.6,9979,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"26881","Judgment",2001,105,11000000,4.6,106,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"PG-13",0,0,0,1,0,0,0
"26883","Judgment at Nuremberg",1961,186,3000000,8.2,3336,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"Missing",0,0,0,1,0,0,0
"26889","Judith of Bethulia",1914,61,36000,6.9,47,0,0,4.5,0,14.5,14.5,24.5,24.5,14.5,4.5,"Missing",0,0,0,1,0,0,0
"26926","Jui kuen II",1994,99,2000000,7.5,4628,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",1,0,1,0,0,0,0
"26950","Julie Walking Home",2002,118,5000000,7.3,190,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"R",0,0,0,1,0,1,0
"26963","Jumanji",1995,104,65000000,6,14874,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG",1,0,1,0,0,0,0
"26981","Junebug and Hurricane",2004,9,26000,6.5,18,14.5,4.5,0,0,4.5,4.5,0,4.5,4.5,45.5,"Missing",0,0,0,1,0,0,1
"26982","Jung (War) in the Land of the Mujaheddin",2001,114,275000,8,27,0,4.5,4.5,0,0,4.5,4.5,24.5,4.5,45.5,"Missing",0,0,0,0,1,0,0
"26995","Jungle Book 2, The",2003,72,20000000,5.2,764,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"Missing",0,1,0,0,0,0,0
"26997","Jungle Book, The",1994,111,27000000,5.9,1692,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"Missing",0,0,0,0,0,1,0
"27004","Jungle Fever",1991,132,14000000,6.4,2829,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"Missing",0,0,0,1,0,1,0
"27017","Jungle Princess, The",1936,85,300000,7.2,22,0,0,0,0,0,24.5,14.5,14.5,4.5,44.5,"Missing",0,0,0,0,0,0,0
"27028","Junior",1985,80,350000,4.1,57,14.5,14.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,14.5,"Missing",0,0,0,0,0,0,0
"27052","Jurassic Park",1993,127,63000000,7.4,57473,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"Missing",1,0,0,0,0,0,0
"27053","Jurassic Park III",2001,92,93000000,5.6,20690,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"27055","Jurk, De",1996,95,2650000,6.8,274,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"Missing",0,0,1,1,0,0,0
"27056","Juror, The",1996,118,44000000,5.3,2920,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"27062","Just Add Pepper",2002,90,75000,5.1,6,14.5,0,0,0,34.5,0,14.5,0,0,34.5,"Missing",0,0,1,0,0,1,0
"27074","Just Imagine",1930,109,250000,5.6,94,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,14.5,"Missing",0,0,0,0,0,0,0
"27080","Just Looking",1999,97,3000000,6.2,436,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"R",0,0,1,0,0,0,0
"27095","Just Visiting",2001,93,40000000,5.6,2212,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"Missing",0,0,1,0,0,0,0
"27112","Just the Ticket",1999,115,12000000,5.5,610,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,1,0
"27141","Juwanna Mann",2002,91,15600000,3.9,885,24.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"27148","K-19: The Widowmaker",2002,140,100000000,6.6,8292,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"27150","K-PAX",2001,120,48000000,7.2,17235,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0
"27188","Kafka",1991,92,11000000,6.9,1751,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"Missing",0,0,0,1,0,0,0
"27190","Kagemusha",1980,162,6000000,7.9,3536,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"Missing",0,0,0,1,0,0,0
"27255","Kalifornia",1993,118,9000000,6.6,8113,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"Missing",0,0,0,0,0,0,0
"27272","Kama Sutra: A Tale of Love",1996,114,3000000,5.5,1491,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,1,0
"27322","Kangaroo Jack",2003,89,60000000,3.9,3661,24.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"27335","Kansas City",1996,116,19000000,5.8,1077,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"27369","Karakter",1997,122,4500000,7.7,2687,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,0,1,0,0,0
"27430","Kate & Leopold",2001,123,48000000,6.3,8060,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"27474","Kayitz Shel Aviya, Ha-",1988,95,350000,7.3,57,4.5,0,0,4.5,4.5,14.5,14.5,34.5,14.5,14.5,"Missing",0,0,0,1,0,0,0
"27483","Kaze, Ghost Warrior",2004,23,5000,7.4,14,4.5,4.5,4.5,4.5,0,0,4.5,4.5,14.5,44.5,"Missing",1,1,0,1,0,0,1
"27488","Keane",2004,100,850000,6.3,34,0,4.5,4.5,0,4.5,4.5,4.5,14.5,14.5,45.5,"R",0,0,0,1,0,0,0
"27508","Keep, The",1983,96,6000000,5.4,1217,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"Missing",0,0,0,0,0,0,0
"27510","Keeper of the Past",2005,18,30000,9.9,7,0,0,0,0,0,0,0,0,14.5,84.5,"Missing",0,0,0,0,0,0,1
"27513","Keeper, The",2004,95,4000000,4.5,151,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"Missing",0,0,0,1,0,0,0
"27519","Keeping the Faith",2000,128,30000000,6.8,11351,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"PG-13",0,0,1,1,0,1,0
"27533","Kejar Amerika",2004,86,100000,6.7,19,24.5,0,0,0,0,14.5,4.5,14.5,14.5,34.5,"PG-13",0,0,0,0,0,0,0
"27560","Kentucky Fried Movie, The",1977,90,600000,6.4,3756,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"Missing",0,0,1,0,0,0,0
"27585","Key West: City of Colors",2004,64,90000,8.4,5,0,0,0,0,0,24.5,0,24.5,44.5,24.5,"Missing",0,0,0,0,1,0,0
"27591","Keyhole, The",1933,69,169000,6.3,50,0,4.5,0,4.5,14.5,14.5,34.5,14.5,14.5,4.5,"Missing",0,0,1,1,0,1,0
"27594","Keys of the Kingdom, The",1944,137,3000000,6.8,197,0,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,34.5,"Missing",0,0,0,1,0,0,0
"27626","Khwaab",2004,86,75000,8,5,0,0,0,0,0,0,44.5,44.5,0,24.5,"Missing",0,0,0,1,0,0,0
"27638","Kicked in the Head",1997,87,4000000,4.2,271,14.5,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,1,0,0,0
"27669","Kid from Borneo, The",1933,18,21500,8,65,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,"Missing",0,0,1,0,0,0,1
"27679","Kid, The",1921,54,250000,8.2,2687,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,"Missing",0,0,1,1,0,0,0
"27681","Kid, The",2000,104,65000000,6.1,5418,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG",0,0,1,1,0,0,0
"27695","Kids",1995,91,1500000,6.6,9099,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"Missing",0,0,0,1,0,0,0
"27696","Kids Are Alright, The",1979,101,2000000,7.6,753,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,44.5,"Missing",0,0,0,0,1,0,0
"27709","Kiki",1931,87,810568,6.8,6,0,0,0,14.5,0,0,14.5,34.5,14.5,14.5,"Missing",0,0,0,0,0,0,0
"27719","Kill Bill: Vol. 1",2003,111,55000000,8.3,65026,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,"R",1,0,0,1,0,0,0
"27720","Kill Bill: Vol. 2",2004,136,30000000,8.3,44189,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,"R",1,0,0,1,0,0,0
"27722","Kill Me Again",1989,94,4000000,6.2,643,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"Missing",0,0,0,1,0,0,0
"27737","Kill the Scream Queen",2004,74,5000,1.3,5,44.5,44.5,0,0,0,0,0,0,24.5,0,"Missing",0,0,0,0,0,0,0
"27746","Killer Bean 2: The Party",2000,7,2800,7,110,0,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,"Missing",1,1,1,0,0,0,1
"27751","Killer Eye, The",1999,72,400000,2.2,210,45.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"27761","Killer Klowns from Outer Space",1988,88,2000000,5.3,2702,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"Missing",0,0,1,0,0,0,0
"27769","Killer Shrews, The",1959,69,123000,3.3,403,24.5,14.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,"Missing",0,0,0,0,0,0,0
"27776","Killer of Sheep",1977,83,100000,7.5,100,4.5,4.5,4.5,0,4.5,4.5,14.5,24.5,14.5,34.5,"Missing",0,0,0,0,0,0,0
"27779","Killer's Kiss",1955,67,75000,6.6,1871,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,4.5,"Missing",0,0,0,1,0,0,0
"27783","Killers",1996,90,100000,6.3,219,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,"Missing",0,0,0,0,0,0,0
"27784","Killers",1997,86,100000,2.8,127,24.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,"R",1,0,0,0,0,0,0
"27793","Killing Box, The",1993,80,1200000,4,127,14.5,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"Missing",0,0,0,0,0,0,0
"27802","Killing Kevin",2004,22,20000,8,6,0,0,14.5,0,0,0,0,34.5,14.5,34.5,"Missing",0,0,1,1,0,0,1
"27805","Killing Me Softly",2002,104,25000000,5.4,1771,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"27808","Killing Spree",1987,90,75000,3.6,53,24.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,14.5,"Missing",0,0,0,0,0,0,0
"27812","Killing Zoe",1994,99,1500000,6.2,4834,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"Missing",0,0,0,0,0,0,0
"27821","Killing, The",1956,85,320000,8.1,6980,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"Missing",0,0,0,1,0,0,0
"27827","Kimberly",1999,106,2000000,5.3,231,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,1,0,0,1,0
"27851","King & Country",1964,89,300000,7.9,144,0,4.5,0,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"Missing",0,0,0,1,0,0,0
"27852","King Arthur",2004,140,90000000,6,14272,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",1,0,0,1,0,0,0
"27863","King Kong",1933,100,670000,7.9,10301,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"Missing",0,0,0,0,0,0,0
"27864","King Kong",1976,134,24000000,5.3,3181,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"Missing",0,0,1,0,0,1,0
"27874","King Richard and the Crusaders",1954,114,3000000,5.3,71,4.5,4.5,4.5,4.5,14.5,34.5,14.5,4.5,4.5,4.5,"Missing",0,0,0,0,0,0,0
"27878","King Solomon's Mines",1985,100,12500000,4.4,1662,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"Missing",1,0,1,0,0,0,0
"27891","King of Comedy, The",1983,109,20000000,7.5,6189,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"Missing",0,0,1,1,0,0,0
"27893","King of Jazz, The",1930,105,2000000,6.8,60,4.5,4.5,0,4.5,4.5,14.5,24.5,14.5,14.5,34.5,"Missing",0,0,0,0,0,0,0
"27895","King of Kings, The",1927,155,2500000,7.9,178,4.5,4.5,0,4.5,4.5,4.5,14.5,24.5,14.5,34.5,"Missing",0,0,0,1,0,0,0
"27908","King of the Hill",1972,18,45000,9.6,5,0,0,0,0,0,0,0,0,44.5,64.5,"Missing",0,0,0,0,0,0,1
"27909","King of the Hill",1993,109,8000000,7.4,1233,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"Missing",0,0,0,1,0,0,0
"27918","King of the Mountain",1981,90,2000000,4.1,49,4.5,0,4.5,14.5,24.5,4.5,4.5,14.5,4.5,14.5,"Missing",0,0,0,1,0,0,0
"27941","Kingdom of Heaven",2005,145,130000000,7,6498,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"R",1,0,0,1,0,0,0
"27942","Kingdom of the Spiders",1977,97,500000,5.4,484,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,14.5,"Missing",0,0,0,0,0,0,0
"27943","Kingdom of the Vampire",1991,70,2500,6.6,7,24.5,0,0,14.5,0,0,0,0,0,45.5,"Missing",0,0,0,0,0,0,0
"27945","Kingpin",1996,117,25000000,6.6,10643,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"27961","Kinky Coaches and the Pom Pom Pussycats, The",1981,91,2500000,1.9,16,14.5,44.5,4.5,4.5,4.5,0,4.5,0,4.5,4.5,"Missing",0,0,1,0,0,0,0
"27966","Kinsey",2004,118,11000000,7.6,3225,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"R",0,0,0,1,0,0,0
"27983","Kismet",1944,100,3000000,6.2,105,4.5,4.5,4.5,4.5,14.5,24.5,34.5,4.5,4.5,4.5,"Missing",0,0,0,0,0,0,0
"27984","Kismet",1955,113,2692960,5.8,205,0,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"Missing",0,0,1,0,0,1,0
"27989","Kiss & Tell",1996,96,1000000,5.7,68,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,34.5,"Missing",0,0,0,1,0,0,0
"28005","Kiss Me, Stupid",1964,125,3500000,7,712,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"Missing",0,0,1,0,0,0,0
"28023","Kiss of the Dragon",2001,98,25000000,6.2,7887,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",1,0,0,1,0,0,0
"28025","Kiss of the Tarantula",1976,85,200000,3.8,22,24.5,0,14.5,4.5,14.5,0,4.5,14.5,4.5,4.5,"Missing",0,0,0,0,0,0,0
